TransactionID,CustomerID,AccountID,AccountType,TransactionType,Product,Firm,Region,Manager,TransactionDate,TransactionAmount,AccountBalance,RiskScore,CreditRating,TenureMonths
165,CUST2457,ACC15925,Loan,Payment,Mutual Fund,Firm B,West,Manager 4,12/1/2024,27366.82949,44881.9926,0.767473008,638,195
108,CUST1547,ACC21429,Savings,Withdrawal,Mutual Fund,Firm C,West,Manager 1,5/2/2023,17364.77344,77427.49664,0.399624253,490,90
67,CUST2541,ACC69323,Loan,Transfer,Home Loan,Firm A,Central,Manager 4,19-06-2023,42177.8574,108832.3192,0.626397112,744,53
55,CUST2626,ACC39500,Loan,Deposit,Savings Account,Firm E,South,Manager 4,4/1/2024,86403.74607,72031.83313,0.398336802,692,57
166,CUST4438,ACC45968,Current,Withdrawal,Mutual Fund,Firm A,West,Manager 3,15-01-2023,19785.77963,68791.95047,0.593836316,812,185
138,CUST4438,ACC29396,Credit,Deposit,Home Loan,Firm E,West,Manager 2,6/8/2023,118190.3253,78357.22392,0.336562205,744,209
165,CUST6292,ACC88286,Loan,Transfer,Credit Card,Firm D,East,Manager 1,1/7/2023,32678.0734,138539.4068,0.382135313,461,132
158,CUST5920,ACC82298,Current,Withdrawal,Credit Card,Firm A,South,Manager 3,7/6/2024,46220.55257,25507.43448,0.451225188,436,190
88,CUST7793,ACC97411,Loan,Payment,Personal Loan,Firm E,Central,Manager 4,17-11-2023,37474.39563,45887.18713,0.583539656,504,101
36,CUST4201,ACC53466,Loan,Withdrawal,Savings Account,Firm D,Central,Manager 3,11/8/2023,87875.74087,63230.12025,0.115605555,800,214
191,CUST8461,ACC32627,Savings,Deposit,Home Loan,Firm D,North,Manager 3,19-03-2024,70316.24395,122707.6077,0.104994603,648,44
166,CUST4595,ACC81631,Current,Payment,Mutual Fund,Firm B,East,Manager 2,3/10/2023,23751.14042,57206.70276,0.298552818,590,123
51,CUST1497,ACC88074,Current,Transfer,Mutual Fund,Firm B,East,Manager 3,5/3/2024,-45352.95439,96125.56424,-0.203846548,668,36
187,CUST1114,ACC42467,Current,Deposit,Credit Card,Firm A,North,Manager 4,9/4/2023,15304.80735,97265.62548,0.292025242,729,46
149,CUST8318,ACC86784,Savings,Withdrawal,Credit Card,Firm C,North,Manager 1,6/7/2023,28131.87256,72795.1655,0.545422528,744,99
182,CUST7255,ACC24981,Loan,Payment,Home Loan,Firm A,West,Manager 4,16-03-2023,56321.96961,94246.78957,0.661145954,789,85
196,CUST3778,ACC11062,Credit,Transfer,Home Loan,Firm E,North,Manager 4,22-08-2023,103375.3442,51672.12356,0.813272619,341,32
8,CUST1747,ACC52131,Current,Withdrawal,Credit Card,Firm A,South,Manager 2,2/1/2023,14517.92562,93724.24641,0.456618713,658,132
83,CUST5174,ACC82381,Credit,Transfer,Credit Card,Firm B,East,Manager 1,8/11/2023,57193.9789,60485.16286,0.720467989,821,11
148,CUST6837,ACC47099,Savings,Withdrawal,Credit Card,Firm D,Central,Manager 1,14-03-2024,91783.32956,129044.8815,0.688031808,651,23
132,CUST2699,ACC58667,Savings,Deposit,Credit Card,Firm B,Central,Manager 1,17-07-2023,96879.97317,73720.99478,0.194031827,325,58
125,CUST1223,ACC92360,Loan,Deposit,Credit Card,Firm C,East,Manager 2,19-11-2023,87596.45717,84499.60037,0.513077288,781,37
52,CUST5916,ACC94907,Loan,Withdrawal,Credit Card,Firm E,North,Manager 4,21-03-2024,52454.57463,40431.59279,0.039736502,713,111
40,CUST7028,ACC21264,Loan,Transfer,Credit Card,Firm A,North,Manager 1,12/2/2023,53710.23596,99039.21685,0.79169417,506,202
139,CUST2109,ACC77592,Credit,Transfer,Credit Card,Firm A,East,Manager 2,14-02-2023,69343.62947,90895.63552,0.785732545,708,141
3,CUST5609,ACC99549,Savings,Withdrawal,Personal Loan,Firm C,West,Manager 3,21-11-2023,79849.03381,145083.8467,0.429852652,593,164
46,CUST4679,ACC94203,Current,Transfer,Savings Account,Firm C,North,Manager 2,10/6/2023,19994.11055,127869.6481,0.478813405,606,192
73,CUST1189,ACC32627,Loan,Deposit,Credit Card,Firm B,East,Manager 1,26-10-2023,47113.79711,74224.30589,0.520534562,496,193
147,CUST6210,ACC11837,Credit,Deposit,Savings Account,Firm C,North,Manager 2,24-09-2023,52934.97209,97081.48291,0.336526627,310,79
191,CUST1749,ACC29477,Current,Withdrawal,Credit Card,Firm A,North,Manager 2,26-07-2023,115702.8084,50193.67399,0.169154968,813,209
15,CUST1114,ACC25132,Savings,Transfer,Mutual Fund,Firm D,West,Manager 1,18-10-2023,70032.25271,71747.85259,0.344467046,690,118
49,CUST6947,ACC64393,Current,Payment,Mutual Fund,Firm E,Central,Manager 1,14-03-2024,55051.87143,95668.28763,0.187738444,328,26
25,CUST5545,ACC29477,Savings,Withdrawal,Savings Account,Firm C,North,Manager 1,21-03-2024,56877.08641,87758.17398,0.354168608,428,84
154,CUST1738,ACC39544,Current,Payment,Personal Loan,Firm D,East,Manager 2,3/4/2023,84147.16336,39334.79736,0.822240133,742,97
33,CUST5500,ACC29477,Loan,Deposit,Mutual Fund,Firm C,South,Manager 1,13-01-2023,34643.40564,60125.97482,0.689944614,507,166
181,CUST8155,ACC64785,Savings,Deposit,Mutual Fund,Firm A,South,Manager 4,10/12/2023,50829.21383,25388.44933,0.746981409,474,236
144,CUST8266,ACC53865,Loan,Withdrawal,Home Loan,Firm A,East,Manager 1,22-10-2023,78953.37278,60224.80804,0.675237567,304,20
190,CUST8416,ACC92360,Current,Payment,Savings Account,Firm B,North,Manager 3,19-07-2023,25922.34155,75596.59361,0.500260329,601,18
66,CUST6210,ACC51200,Current,Deposit,Mutual Fund,Firm C,East,Manager 3,17-04-2023,48584.88788,54837.6681,0.378250031,604,82
170,CUST2805,ACC47099,Current,Withdrawal,Personal Loan,Firm A,East,Manager 3,23-10-2023,31802.65537,97028.425,0.353105123,698,178
117,CUST5105,ACC38559,Current,Payment,Home Loan,Firm A,North,Manager 2,7/11/2023,70368.21913,48271.76403,0.353274869,340,37
86,CUST7730,ACC94203,Loan,Payment,Home Loan,Firm A,West,Manager 2,21-02-2023,38757.88832,46073.82775,0.514689566,780,100
88,CUST8765,ACC29231,Credit,Transfer,Credit Card,Firm E,East,Manager 2,10/3/2023,71871.9879,31739.17675,-0.026689678,433,65
26,CUST9535,ACC72197,Credit,Transfer,Credit Card,Firm D,South,Manager 4,12/3/2024,10338.56366,88133.22479,0.424655311,692,180
191,CUST5428,ACC21719,Current,Payment,Home Loan,Firm E,Central,Manager 3,5/2/2023,14153.69009,48948.54934,0.32872899,538,66
124,CUST6837,ACC28154,Savings,Withdrawal,Savings Account,Firm C,West,Manager 2,28-01-2023,47456.08291,75755.57843,0.726193419,680,86
22,CUST5894,ACC19156,Savings,Transfer,Credit Card,Firm A,West,Manager 3,21-03-2024,20666.08062,82908.53524,0.071407696,513,173
13,CUST9535,ACC92360,Loan,Payment,Credit Card,Firm D,West,Manager 1,8/3/2023,42222.5982,69630.40871,0.54503956,469,110
97,CUST8529,ACC28154,Credit,Withdrawal,Home Loan,Firm D,West,Manager 1,6/7/2023,41767.10419,96918.63135,0.878320564,402,125
153,CUST2694,ACC31539,Current,Withdrawal,Home Loan,Firm C,South,Manager 3,17-02-2023,28523.19482,37450.35735,0.388716485,720,179
4,CUST1749,ACC15359,Loan,Deposit,Personal Loan,Firm B,West,Manager 1,20-10-2023,3960.920481,90623.61548,0.2364413,630,235
191,CUST4780,ACC34821,Current,Deposit,Home Loan,Firm E,East,Manager 1,22-03-2024,50348.01121,121363.944,0.593640087,809,75
87,CUST4763,ACC36079,Current,Payment,Savings Account,Firm E,East,Manager 2,22-10-2023,62330.10207,55407.69312,0.326684128,425,167
44,CUST2457,ACC94242,Savings,Payment,Credit Card,Firm D,West,Manager 2,6/2/2024,78790.73888,68195.27252,0.880505869,377,182
105,CUST7173,ACC83848,Credit,Payment,Savings Account,Firm C,South,Manager 3,22-05-2024,69705.9395,66956.65938,0.538705558,391,152
23,CUST4360,ACC37688,Current,Deposit,Personal Loan,Firm B,Central,Manager 1,14-07-2023,57075.20067,65027.00444,0.485934134,785,130
153,CUST7459,ACC51200,Current,Withdrawal,Credit Card,Firm C,West,Manager 1,17-07-2023,85167.0983,76328.28375,0.619694464,577,64
22,CUST5664,ACC30787,Credit,Payment,Savings Account,Firm A,North,Manager 2,2/5/2024,25491.4604,96304.8501,0.402358093,366,191
47,CUST9731,ACC30852,Current,Withdrawal,Personal Loan,Firm C,East,Manager 4,19-06-2023,68715.79918,83637.9863,0.245713928,334,11
100,CUST8416,ACC57516,Credit,Withdrawal,Personal Loan,Firm B,South,Manager 4,25-04-2024,48774.32267,112571.0566,0.639243798,309,167
182,CUST4201,ACC96277,Loan,Payment,Credit Card,Firm B,South,Manager 4,9/4/2023,56160.0758,82177.78492,0.261000945,390,99
158,CUST3006,ACC15359,Savings,Payment,Credit Card,Firm B,South,Manager 1,5/2/2024,63623.51794,52463.06551,0.670600621,808,186
78,CUST7028,ACC45907,Savings,Withdrawal,Personal Loan,Firm A,North,Manager 4,18-10-2023,59026.9244,87110.5541,0.093740244,815,190
173,CUST3187,ACC25132,Credit,Payment,Personal Loan,Firm D,North,Manager 4,26-02-2023,65202.71893,39777.23146,1.345637634,767,67
181,CUST9683,ACC22799,Savings,Withdrawal,Savings Account,Firm D,South,Manager 3,10/8/2023,48313.66169,96009.09198,0.401816644,637,159
35,CUST3762,ACC49774,Savings,Payment,Mutual Fund,Firm D,South,Manager 2,10/12/2023,73612.45423,95267.57322,0.543709616,395,204
83,CUST6391,ACC77773,Savings,Transfer,Home Loan,Firm A,West,Manager 4,17-06-2023,16981.22179,71351.02777,0.691916837,572,157
101,CUST6937,ACC62446,Current,Deposit,Savings Account,Firm A,North,Manager 2,12/3/2024,61754.42115,62299.68266,0.351191357,493,83
73,CUST4794,ACC34431,Loan,Payment,Savings Account,Firm C,North,Manager 1,20-01-2024,67106.29465,54852.58952,0.598505072,774,163
43,CUST2464,ACC32890,Savings,Deposit,Personal Loan,Firm A,North,Manager 1,19-06-2023,-6399.815338,4833.664725,0.482826939,820,30
48,CUST7388,ACC72197,Current,Payment,Home Loan,Firm B,West,Manager 2,19-07-2023,55395.08864,96832.92473,0.705797089,787,117
35,CUST4584,ACC43771,Credit,Payment,Savings Account,Firm A,North,Manager 1,16-03-2023,20398.88178,80387.99213,0.601380015,596,203
4,CUST3153,ACC35419,Savings,Withdrawal,Home Loan,Firm D,North,Manager 2,10/6/2023,53516.17156,134781.5835,0.268907717,435,72
147,CUST4003,ACC43309,Savings,Transfer,Savings Account,Firm B,South,Manager 4,6/6/2023,72711.99137,41680.58799,0.796348106,797,28
89,CUST2349,ACC82298,Current,Withdrawal,Mutual Fund,Firm C,North,Manager 3,10/3/2023,72766.65551,97427.76483,0.542326753,593,25
178,CUST6837,ACC29646,Credit,Withdrawal,Home Loan,Firm B,Central,Manager 1,23-10-2023,-2838.79481,108511.365,0.44445364,563,237
89,CUST8461,ACC30787,Credit,Deposit,Home Loan,Firm B,East,Manager 1,19-06-2023,28228.01623,73751.89121,0.311031215,809,68
20,CUST3306,ACC45951,Loan,Withdrawal,Credit Card,Firm D,West,Manager 3,30-01-2023,42110.86685,49608.54912,0.57252116,841,239
137,CUST1913,ACC64785,Current,Payment,Savings Account,Firm D,South,Manager 3,30-03-2024,625.7126984,77868.12798,0.275129519,433,128
63,CUST6837,ACC32627,Loan,Payment,Credit Card,Firm B,South,Manager 2,13-02-2024,74404.06634,89433.7921,0.915522806,847,205
77,CUST1644,ACC62446,Loan,Transfer,Savings Account,Firm A,West,Manager 3,5/7/2023,1792.638502,160065.347,-0.207057703,733,209
82,CUST8772,ACC70741,Savings,Deposit,Savings Account,Firm A,Central,Manager 2,11/9/2023,57096.8969,77601.17765,0.444072255,546,88
120,CUST9066,ACC97225,Loan,Deposit,Personal Loan,Firm A,West,Manager 2,12/1/2024,-4985.758778,67493.23957,0.282450947,747,105
31,CUST2626,ACC60432,Loan,Payment,Savings Account,Firm A,West,Manager 1,6/9/2023,36319.02613,95189.17003,0.4022653,811,153
190,CUST6565,ACC83269,Credit,Withdrawal,Credit Card,Firm E,South,Manager 4,16-08-2023,23227.20826,152430.081,0.907493114,397,220
137,CUST4241,ACC80131,Current,Payment,Savings Account,Firm A,Central,Manager 4,19-10-2023,53917.50069,76301.70281,0.321369832,407,152
48,CUST1962,ACC71388,Credit,Transfer,Mutual Fund,Firm B,East,Manager 3,18-06-2023,42952.7079,73859.01784,0.770347022,369,65
184,CUST7098,ACC89098,Current,Transfer,Savings Account,Firm B,South,Manager 1,11/5/2023,66917.95704,32907.68294,0.260550086,659,62
151,CUST6038,ACC73104,Savings,Withdrawal,Mutual Fund,Firm A,West,Manager 3,4/2/2024,52354.226,70860.42253,0.021236492,623,227
185,CUST2457,ACC77533,Loan,Deposit,Mutual Fund,Firm B,North,Manager 3,20-06-2023,89004.43542,48308.19508,0.665127248,801,175
172,CUST2944,ACC40939,Savings,Deposit,Savings Account,Firm C,Central,Manager 3,10/9/2023,52585.08416,107852.8475,0.374996448,689,55
45,CUST4584,ACC28305,Savings,Deposit,Savings Account,Firm C,Central,Manager 1,21-10-2023,32901.74081,48338.93958,0.698437367,843,200
110,CUST1569,ACC15925,Current,Withdrawal,Mutual Fund,Firm A,North,Manager 2,6/1/2023,23564.51893,75819.36508,0.479904207,848,41
162,CUST8660,ACC76699,Loan,Transfer,Personal Loan,Firm C,North,Manager 4,19-04-2023,9194.178983,47830.86651,0.091040289,427,192
37,CUST6837,ACC88449,Credit,Deposit,Mutual Fund,Firm D,West,Manager 2,13-03-2023,66756.31051,70364.86407,0.857872677,728,71
156,CUST4584,ACC94907,Loan,Deposit,Savings Account,Firm D,North,Manager 1,17-08-2023,58023.19297,76875.15161,0.449745539,545,61
43,CUST6082,ACC29356,Credit,Withdrawal,Personal Loan,Firm C,East,Manager 3,28-09-2023,55684.19736,98879.25133,0.556744378,740,119
180,CUST6947,ACC69323,Current,Transfer,Mutual Fund,Firm D,Central,Manager 1,24-11-2023,49101.74069,-8873.804269,0.141273616,343,229
84,CUST8266,ACC67701,Savings,Withdrawal,Savings Account,Firm B,West,Manager 3,21-02-2023,90149.40097,57872.85586,-0.046664916,454,110
172,CUST2357,ACC30852,Current,Withdrawal,Mutual Fund,Firm A,West,Manager 4,6/1/2023,55536.27885,77091.46629,0.336855819,415,50
94,CUST8028,ACC74631,Credit,Deposit,Credit Card,Firm E,South,Manager 1,29-11-2023,56770.07972,55485.22879,0.413880454,562,205
32,CUST9683,ACC40952,Credit,Withdrawal,Credit Card,Firm E,West,Manager 4,9/12/2023,24381.28854,32826.71148,0.285839532,654,208
189,CUST2716,ACC83581,Current,Withdrawal,Mutual Fund,Firm D,East,Manager 2,12/1/2024,42002.15958,95304.48293,0.615396552,623,166
93,CUST6565,ACC29646,Current,Deposit,Savings Account,Firm C,South,Manager 2,17-07-2023,61604.21352,62806.74226,0.797830336,764,125
156,CUST5174,ACC40939,Loan,Withdrawal,Home Loan,Firm D,North,Manager 3,9/12/2023,43926.5894,95055.32118,0.178097579,567,79
147,CUST6351,ACC57516,Credit,Payment,Home Loan,Firm E,Central,Manager 1,13-02-2024,43204.84098,24280.60348,0.567668776,339,185
141,CUST3041,ACC67713,Savings,Deposit,Mutual Fund,Firm D,Central,Manager 2,4/2/2023,87811.33801,115149.1,0.286324005,829,117
36,CUST1415,ACC60432,Savings,Payment,Savings Account,Firm A,East,Manager 2,8/3/2023,5215.524526,147126.8663,0.305910576,644,157
113,CUST2612,ACC83269,Current,Deposit,Personal Loan,Firm D,Central,Manager 3,11/8/2023,42261.16743,81466.59115,0.470576119,345,150
54,CUST1189,ACC78581,Credit,Transfer,Savings Account,Firm D,North,Manager 2,9/1/2023,25921.35123,72078.32612,0.26294157,611,34
178,CUST7459,ACC57597,Savings,Payment,Credit Card,Firm C,North,Manager 1,13-01-2023,57603.19099,70795.56171,0.872614457,655,15
190,CUST7255,ACC20297,Savings,Withdrawal,Credit Card,Firm E,East,Manager 3,31-10-2023,44387.01357,51101.32955,0.125034702,417,174
9,CUST7481,ACC29231,Savings,Transfer,Credit Card,Firm C,West,Manager 3,25-07-2023,46044.23085,46349.79294,0.297722069,551,208
18,CUST2188,ACC21429,Loan,Payment,Credit Card,Firm C,West,Manager 2,2/1/2023,30990.68988,85414.76758,0.11344478,561,159
142,CUST5610,ACC49395,Current,Transfer,Personal Loan,Firm D,South,Manager 1,6/10/2023,37661.20975,33052.91296,0.430671461,722,20
32,CUST4669,ACC88516,Current,Deposit,Savings Account,Firm B,North,Manager 2,13-03-2023,83996.5104,83778.09377,0.24112254,518,164
189,CUST4258,ACC53865,Loan,Payment,Home Loan,Firm D,West,Manager 3,10/6/2023,101272.5488,161037.8191,0.24056989,348,199
152,CUST6028,ACC43309,Current,Withdrawal,Home Loan,Firm D,West,Manager 3,18-08-2023,76453.36711,93043.54696,0.941032876,520,97
50,CUST5610,ACC29007,Loan,Transfer,Home Loan,Firm E,West,Manager 1,10/6/2023,28330.10269,63072.72374,0.544672403,549,129
122,CUST1189,ACC21719,Current,Transfer,Personal Loan,Firm D,North,Manager 2,24-05-2024,28853.19423,103910.5322,0.656520879,708,67
167,CUST5121,ACC25132,Loan,Withdrawal,Home Loan,Firm B,Central,Manager 2,6/10/2023,58254.78474,98487.46259,0.625552536,464,74
44,CUST6735,ACC23736,Loan,Deposit,Credit Card,Firm A,South,Manager 1,24-09-2023,41174.66984,107938.0562,0.166727054,641,209
64,CUST1644,ACC25132,Loan,Payment,Personal Loan,Firm E,South,Manager 4,3/5/2023,58653.33919,109351.6455,0.266395145,539,184
43,CUST6029,ACC57872,Savings,Deposit,Mutual Fund,Firm A,North,Manager 4,13-03-2023,50341.82554,17102.46303,0.504814289,304,54
34,CUST8250,ACC92558,Credit,Withdrawal,Savings Account,Firm A,North,Manager 4,3/4/2023,33468.56508,49362.42836,0.68036189,553,191
27,CUST8416,ACC29396,Credit,Transfer,Credit Card,Firm D,North,Manager 3,30-04-2023,49112.88376,41026.90781,0.134201647,727,129
160,CUST6038,ACC70314,Credit,Transfer,Credit Card,Firm C,East,Manager 2,13-03-2023,102426.2099,30137.74822,0.572837664,599,161
67,CUST7395,ACC19178,Loan,Withdrawal,Credit Card,Firm D,Central,Manager 1,21-02-2024,38054.47923,78377.85749,0.193739432,631,147
160,CUST9129,ACC77592,Current,Payment,Personal Loan,Firm A,West,Manager 1,24-12-2023,58532.42873,95363.46051,0.256366368,650,157
11,CUST7793,ACC70314,Loan,Withdrawal,Savings Account,Firm A,North,Manager 1,25-04-2024,80193.9764,54419.08263,0.604377148,794,43
108,CUST5174,ACC50817,Credit,Deposit,Credit Card,Firm B,West,Manager 2,6/8/2023,74201.22103,48412.34806,0.843711485,339,149
7,CUST6937,ACC48303,Savings,Deposit,Savings Account,Firm D,South,Manager 2,19-11-2023,72174.90521,78521.9503,0.621076999,470,6
20,CUST2842,ACC45907,Current,Deposit,Mutual Fund,Firm C,West,Manager 4,20-06-2023,41924.00019,109760.2652,0.403737324,600,17
125,CUST2109,ACC22036,Current,Deposit,Savings Account,Firm B,South,Manager 1,12/1/2024,60504.95621,141516.9976,0.360891919,518,228
62,CUST5320,ACC57597,Savings,Transfer,Savings Account,Firm B,North,Manager 3,5/2/2023,109048.0835,22530.71485,0.590757359,481,209
33,CUST3306,ACC29646,Loan,Transfer,Home Loan,Firm C,East,Manager 4,8/9/2023,-2711.640499,91243.03453,0.386836723,487,200
191,CUST1609,ACC71426,Savings,Withdrawal,Mutual Fund,Firm C,North,Manager 1,3/3/2023,69499.85618,36542.25014,0.250720952,723,48
98,CUST1888,ACC19156,Savings,Withdrawal,Home Loan,Firm C,South,Manager 4,13-01-2023,358.4241579,91096.957,0.481202452,670,190
144,CUST8874,ACC21878,Savings,Deposit,Home Loan,Firm A,South,Manager 3,9/1/2023,57082.83332,62570.16269,0.465171768,574,65
121,CUST2527,ACC34431,Savings,Withdrawal,Personal Loan,Firm E,Central,Manager 1,21-10-2023,23362.56444,12688.8521,0.942223664,846,197
4,CUST5664,ACC70460,Loan,Payment,Personal Loan,Firm B,North,Manager 2,17-07-2023,-8264.812373,114038.7402,0.696195043,502,232
42,CUST7481,ACC65545,Credit,Transfer,Mutual Fund,Firm D,South,Manager 4,19-07-2023,6116.020637,51256.76325,0.636002446,431,146
47,CUST8765,ACC99549,Savings,Deposit,Credit Card,Firm B,West,Manager 2,18-03-2023,2521.84752,91557.36134,0.338904065,747,110
114,CUST5609,ACC82381,Savings,Payment,Personal Loan,Firm D,East,Manager 4,22-05-2024,58136.33546,123042.188,0.488646796,752,90
127,CUST8266,ACC20297,Loan,Deposit,Savings Account,Firm E,East,Manager 4,21-03-2024,31619.79362,78356.97264,0.651374848,441,239
101,CUST8028,ACC18140,Loan,Withdrawal,Personal Loan,Firm E,South,Manager 4,28-09-2023,56629.18968,65595.07049,0.291864833,785,114
193,CUST3378,ACC54589,Loan,Deposit,Mutual Fund,Firm B,Central,Manager 3,3/5/2023,83335.81336,89446.19094,-0.045419414,381,29
155,CUST4794,ACC77533,Current,Payment,Personal Loan,Firm C,Central,Manager 3,3/3/2023,39045.80506,74658.809,0.413490685,359,160
7,CUST9754,ACC88286,Current,Payment,Home Loan,Firm C,South,Manager 3,1/4/2024,41063.17464,59743.07772,0.081027581,527,135
67,CUST9535,ACC97411,Savings,Transfer,Mutual Fund,Firm D,West,Manager 1,5/2/2023,66911.13337,17836.87139,0.704567047,490,26
129,CUST1887,ACC26940,Savings,Payment,Home Loan,Firm B,Central,Manager 4,10/1/2023,50243.44202,67006.45977,0.140505741,427,132
155,CUST7855,ACC78089,Credit,Deposit,Personal Loan,Firm A,North,Manager 3,9/4/2023,46573.57238,76675.14165,0.737037766,603,21
185,CUST4763,ACC15925,Loan,Withdrawal,Mutual Fund,Firm C,South,Manager 3,24-09-2023,97642.06092,146131.4274,0.457244999,411,168
140,CUST1609,ACC51593,Savings,Transfer,Home Loan,Firm B,North,Manager 2,25-04-2024,44097.49237,59295.67272,-0.318548588,638,234
95,CUST8416,ACC71426,Savings,Withdrawal,Credit Card,Firm A,Central,Manager 4,11/8/2023,37882.86349,60369.07019,0.492877331,555,104
25,CUST1749,ACC31902,Savings,Deposit,Savings Account,Firm C,West,Manager 2,12/2/2023,10610.70486,1982.866973,0.66750948,757,75
26,CUST8279,ACC53466,Current,Withdrawal,Mutual Fund,Firm B,South,Manager 3,8/11/2023,57611.05134,26298.79914,0.383011701,720,62
38,CUST1042,ACC82298,Loan,Transfer,Home Loan,Firm E,North,Manager 2,9/2/2024,107348.8879,66411.94324,0.552300597,676,182
31,CUST8461,ACC61926,Savings,Withdrawal,Credit Card,Firm A,South,Manager 2,6/11/2023,67370.5591,-9976.162775,0.173515991,475,170
130,CUST2018,ACC32627,Savings,Transfer,Savings Account,Firm B,North,Manager 2,2/3/2024,65754.40569,46769.84193,0.331936155,402,174
12,CUST6549,ACC87602,Savings,Deposit,Personal Loan,Firm E,Central,Manager 4,16-08-2023,33793.07918,79417.80854,0.512444641,820,192
194,CUST6391,ACC50817,Loan,Withdrawal,Credit Card,Firm B,West,Manager 3,24-11-2023,47309.85032,105310.2827,0.424885441,610,130
111,CUST4794,ACC60432,Credit,Deposit,Savings Account,Firm A,Central,Manager 2,23-04-2023,61434.23311,64883.66939,0.412225083,645,193
21,CUST6549,ACC91220,Loan,Deposit,Mutual Fund,Firm D,North,Manager 4,15-05-2024,38912.14124,79473.48945,0.262254644,317,90
44,CUST4625,ACC92104,Loan,Transfer,Credit Card,Firm C,Central,Manager 4,21-10-2023,84406.72004,144426.0882,0.255223371,513,174
179,CUST3059,ACC42903,Loan,Transfer,Credit Card,Firm C,South,Manager 3,23-03-2024,68170.31103,119828.3492,0.623643712,478,53
105,CUST2699,ACC69323,Credit,Payment,Credit Card,Firm B,North,Manager 2,19-07-2023,41191.13159,81102.13853,0.683055517,578,76
134,CUST2457,ACC18140,Credit,Transfer,Personal Loan,Firm A,West,Manager 1,17-07-2023,79940.84583,27617.40937,0.389651137,730,13
33,CUST4402,ACC77638,Savings,Withdrawal,Personal Loan,Firm B,West,Manager 4,4/2/2023,34067.10215,61813.55784,0.401513276,724,188
136,CUST6735,ACC45101,Current,Withdrawal,Home Loan,Firm C,Central,Manager 4,29-01-2024,71536.89042,141015.2661,0.262505129,568,206
147,CUST1747,ACC48501,Loan,Withdrawal,Savings Account,Firm D,North,Manager 1,3/4/2023,63188.22804,119369.1959,0.210896137,486,225
40,CUST6210,ACC66086,Loan,Transfer,Credit Card,Firm B,North,Manager 2,8/9/2023,37293.59073,25729.47361,0.738724916,464,34
61,CUST2842,ACC64022,Savings,Payment,Credit Card,Firm B,West,Manager 3,23-08-2023,70150.74275,33394.31307,0.146334251,361,190
33,CUST8772,ACC89098,Current,Deposit,Credit Card,Firm B,South,Manager 1,8/6/2024,76459.33942,104078.9185,0.48797665,396,236
104,CUST1747,ACC78581,Current,Payment,Personal Loan,Firm C,East,Manager 3,22-05-2024,-21431.79684,68450.69969,0.560037773,609,139
154,CUST4780,ACC99117,Loan,Withdrawal,Personal Loan,Firm E,East,Manager 3,18-11-2023,69501.78283,80142.29171,0.490141851,484,206
192,CUST1189,ACC77638,Loan,Payment,Credit Card,Firm C,North,Manager 1,12/2/2023,67716.57249,103658.9583,0.935409529,390,10
40,CUST7255,ACC34821,Loan,Withdrawal,Home Loan,Firm A,North,Manager 3,21-06-2024,36127.89455,64371.93054,0.565994786,761,22
80,CUST4669,ACC49140,Savings,Withdrawal,Savings Account,Firm A,South,Manager 3,17-07-2023,8701.54469,95446.24997,0.449315476,704,104
24,CUST4595,ACC13357,Current,Deposit,Credit Card,Firm C,South,Manager 3,17-02-2023,40511.1453,56392.33333,0.387773525,442,164
147,CUST5253,ACC36079,Current,Withdrawal,Mutual Fund,Firm D,North,Manager 1,25-11-2023,24385.89108,78151.34571,0.401902018,574,141
157,CUST7994,ACC92558,Savings,Payment,Home Loan,Firm A,North,Manager 3,26-03-2023,46360.58433,106331.8237,0.756650286,381,132
105,CUST2541,ACC71388,Current,Withdrawal,Personal Loan,Firm B,North,Manager 1,15-04-2024,61448.81603,11250.32554,0.606606883,397,218
2,CUST7395,ACC30852,Current,Transfer,Personal Loan,Firm D,East,Manager 4,9/12/2023,47335.25073,-13018.4009,0.280604177,320,8
187,CUST1913,ACC31539,Loan,Deposit,Credit Card,Firm A,South,Manager 3,30-03-2024,19692.95911,79177.23192,0.582701115,612,120
166,CUST5574,ACC69323,Savings,Transfer,Mutual Fund,Firm A,Central,Manager 3,15-05-2024,97498.81606,153998.1456,-0.092863672,416,236
199,CUST1114,ACC29477,Current,Withdrawal,Home Loan,Firm D,North,Manager 4,11/6/2024,66885.11528,63060.59013,-0.009580903,707,29
90,CUST3109,ACC69323,Current,Withdrawal,Savings Account,Firm B,East,Manager 3,29-05-2023,60998.49981,81456.37137,0.053815949,727,89
43,CUST2427,ACC19178,Savings,Payment,Mutual Fund,Firm B,West,Manager 1,11/5/2023,-2413.405843,100177.1412,0.621539539,488,236
154,CUST9079,ACC74631,Current,Deposit,Personal Loan,Firm E,West,Manager 1,6/10/2023,74853.44873,61492.1758,0.500092117,528,230
60,CUST4884,ACC34821,Credit,Withdrawal,Savings Account,Firm B,Central,Manager 4,19-10-2023,44762.41984,87793.41555,0.305056291,724,6
170,CUST3725,ACC49140,Current,Transfer,Mutual Fund,Firm A,North,Manager 2,15-04-2024,35604.00941,64096.55092,0.437911784,409,224
54,CUST3762,ACC77533,Loan,Payment,Personal Loan,Firm A,South,Manager 3,26-10-2023,69151.68817,67674.77887,0.228538775,755,56
